random_state_index,imbalance_method,significant_feature,model,elapsed_time,train_accuracy,test_accuracy,train_f1,test_f1,cv_acc_mean,cv_acc_std,cv_f1_mean,cv_f1_std
6,smote,all_features,Decision Tree,5.373772144317627,1.0,0.9195459032576505,1.0,0.7592319054652881,0.9395303131918452,0.005143963709213519,0.9403310043563637,0.0043431027703597705
6,smote,all_features,Gaussian Naive Bayes,1.3563745021820068,0.8135755258126195,0.7956564659427443,0.8169014084507042,0.5316742081447964,0.8112491328270918,0.0074674901206553896,0.8147585649716592,0.006550583389352114
6,smote,all_features,Random Forest,60.2221360206604,1.0,0.9481737413622903,1.0,0.8341232227488151,0.9736946280351049,0.0031527114934873676,0.9737852670093694,0.0028123156960464238
7,none,all_features,Logistic Regression,2.1674458980560303,0.9069250709788915,0.8963474827245804,0.656648451730419,0.6022727272727273,0.9049416683802862,0.0058218246049651645,0.6481249657623129,0.021019301323724388
7,none,all_features,K-Nearest Neighbors,2.9792966842651367,0.8930996173311937,0.8538993089832182,0.5489583333333333,0.3392857142857143,0.8558778557157473,0.004926125276488311,0.3549920457976798,0.028064291892178937
7,none,all_features,Decision Tree,2.1879618167877197,1.0,0.9239881539980257,1.0,0.7563291139240507,0.9341934359474287,0.005391711046025708,0.7950025415804254,0.017340464389030318
7,none,all_features,Gaussian Naive Bayes,1.1268751621246338,0.8848290334526602,0.8746298124383021,0.6333988212180747,0.5889967637540453,0.8791753147348459,0.009013343234934816,0.6204672849124092,0.025022666360357465
7,none,all_features,Random Forest,31.104311227798462,1.0,0.9501480750246791,1.0,0.8285229202037352,0.9513805251546702,0.004839168197985316,0.8361377045426434,0.017609596219132637
7,smote,all_features,Logistic Regression,4.310492992401123,0.8731431092807765,0.8524185587364265,0.8744450105538977,0.6375757575757576,0.8719026007975827,0.0056104670005874034,0.873176238106645,0.005435568918697526
7,smote,all_features,K-Nearest Neighbors,7.48696494102478,0.9092513604941903,0.7388943731490621,0.9161912523770714,0.43422459893048126,0.8450482443805032,0.005841738342855502,0.8615716841947222,0.005438245429166815
7,smote,all_features,Decision Tree,5.392333507537842,1.0,0.9111549851924975,1.0,0.7376093294460642,0.940719333448716,0.004200417464585356,0.9409486338516618,0.004462146085323287
7,smote,all_features,Gaussian Naive Bayes,1.388155460357666,0.8120311810560377,0.7477788746298124,0.8197206940330088,0.4801627670396745,0.8109453212325755,0.007001045602871467,0.8181896789521048,0.006369086459608568
7,smote,all_features,Random Forest,60.755128622055054,1.0,0.9521224086870681,1.0,0.847723704866562,0.9732509302728078,0.0029457553398384555,0.9731622766178748,0.0028969805863573736
8,none,all_features,Logistic Regression,1.9961092472076416,0.905443772373781,0.9047384007897334,0.6495882891125343,0.6522522522522523,0.9035879188531187,0.005510667326381541,0.6402131055136469,0.026283898890403497
8,none,all_features,K-Nearest Neighbors,3.031932830810547,0.8887791630662881,0.857847976307996,0.5275301520713161,0.3739130434782609,0.8531622607596286,0.005192710678321998,0.33772160802730744,0.03093217966171513
8,none,all_features,Decision Tree,2.1657259464263916,1.0,0.9348469891411648,1.0,0.7987804878048781,0.9328190442824758,0.00523405135830084,0.7876138111818456,0.01794139867804744
8,none,all_features,Gaussian Naive Bayes,0.9819505214691162,0.884952475003086,0.8795656465942744,0.6145574855252275,0.610223642172524,0.8794759699723029,0.008547420092686792,0.5959126524559946,0.037125243126695545
8,none,all_features,Random Forest,31.864275217056274,0.9998765584495741,0.9511352418558736,0.9996158278908951,0.835820895522388,0.9506272686422801,0.004964862063521263,0.8328405532304143,0.017735766469786744
8,smote,all_features,Logistic Regression,4.64900803565979,0.8680688336520076,0.8479763079960513,0.8688788188861277,0.6376470588235295,0.8673529970649533,0.005839269634812023,0.8683045741411222,0.0057675001162059
8,smote,all_features,K-Nearest Neighbors,7.4507575035095215,0.9102809236652449,0.7235932872655478,0.9171758316361168,0.43089430894308944,0.8461293466816664,0.007109008178122584,0.8618831747575644,0.0054022966563675185
8,smote,all_features,Decision Tree,5.185263156890869,1.0,0.9200394866732478,1.0,0.7645348837209303,0.9384296670488717,0.004992270952625199,0.9376670081943856,0.004649950398339853
8,smote,all_features,Gaussian Naive Bayes,1.314319372177124,0.8245330195617002,0.7981243830207305,0.8270763878823018,0.5549510337323177,0.8220769214820904,0.008443742197186669,0.8241650537155636,0.007482032244335662
8,smote,all_features,Random Forest,60.28943967819214,1.0,0.9442250740375123,1.0,0.8290468986384266,0.9731724862802791,0.0031370334676319653,0.9730646238780677,0.0030578935532599746
9,none,all_features,Logistic Regression,2.151318073272705,0.9030983829156894,0.9086870681145114,0.63841547673883,0.6654611211573237,0.9015638824786815,0.005659051730866742,0.6296410315051281,0.02312205779888498
9,none,all_features,K-Nearest Neighbors,3.063159465789795,0.8869275398099,0.8504442250740375,0.5209205020920502,0.33698030634573306,0.8526189848769874,0.004675313819585309,0.33517354747473166,0.02649765360461024
9,none,all_features,Decision Tree,2.171220302581787,1.0,0.930898321816387,1.0,0.7852760736196319,0.9303460471232767,0.005980389371655512,0.7839611370014576,0.01652039106568023
9,none,all_features,Gaussian Naive Bayes,0.9687504768371582,0.8869275398099,0.8849950641658441,0.6236647493837305,0.6235864297253635,0.8804670464555996,0.008532729159227889,0.6070111510997397,0.0280332238191737
9,none,all_features,Random Forest,31.887359619140625,1.0,0.9550839091806516,1.0,0.848585690515807,0.9498168787747239,0.004623865721955393,0.8300715802192133,0.018889033182310628
9,smote,all_features,Logistic Regression,4.68784761428833,0.8690983968230622,0.8543928923988154,0.8707147007553748,0.6525323910482921,0.8679732077825615,0.005671877925819925,0.8697344577181769,0.005327469868664832
9,smote,all_features,K-Nearest Neighbors,7.559145927429199,0.9046183262244448,0.730009871668312,0.9122403410244265,0.43316062176165804,0.838797305994851,0.006372830270819963,0.857004278121546,0.005548879068187034
9,smote,all_features,Decision Tree,5.339630842208862,1.0,0.9165844027640672,1.0,0.7636363636363637,0.9390449325371928,0.0043007386332178975,0.9394608948262546,0.004350637198437014
9,smote,all_features,Gaussian Naive Bayes,1.2937536239624023,0.8135755258126195,0.7704837117472852,0.8182665424044734,0.5058448459086079,0.8117148109887574,0.007487665761571678,0.8166799120697464,0.006990411605925569
9,smote,all_features,Random Forest,61.31825852394104,1.0,0.9531095755182626,1.0,0.8558421851289834,0.9737852854639463,0.002540970828716307,0.9740723600840628,0.002954791920490211
10,none,all_features,Logistic Regression,2.2759287357330322,0.9071719540797433,0.8978282329713722,0.6584922797456857,0.6101694915254238,0.9053695833745872,0.005477156567159544,0.6496207900217695,0.02436188335476466
10,none,all_features,K-Nearest Neighbors,3.017012119293213,0.8929761757807678,0.859822309970385,0.5486725663716814,0.3515981735159817,0.853890592353955,0.005973032327186967,0.34230036365441807,0.024339289725218816
10,none,all_features,Decision Tree,2.253033399581909,1.0,0.9323790720631787,1.0,0.7862714508580343,0.9318436645570103,0.0062759913062603685,0.7876649694953511,0.018184312922384382
10,none,all_features,Gaussian Naive Bayes,0.9729349613189697,0.8893963708184175,0.8840078973346496,0.6327868852459017,0.6076794657762938,0.8838992112271297,0.007345801610546179,0.6153566600460747,0.024177907881950532
10,none,all_features,Random Forest,31.409673929214478,1.0,0.9471865745310958,1.0,0.8183361629881154,0.950738577771685,0.004766261626235907,0.8354718115104423,0.016343857159303542
10,smote,all_features,Logistic Regression,4.645749092102051,0.8722606265627298,0.8529121421520237,0.873072707343807,0.6320987654320988,0.8702285018641513,0.005691911295632571,0.8709367585809357,0.005415215694193107
10,smote,all_features,K-Nearest Neighbors,7.579273223876953,0.9082953375496396,0.7275419545903258,0.9151873767258383,0.4164904862579281,0.8437884025989947,0.006396517212324543,0.8605013200652702,0.005050307485196066
10,smote,all_features,Decision Tree,5.366443872451782,1.0,0.9151036525172754,1.0,0.7514450867052023,0.9384688340580808,0.005181858719402014,0.9379582188028818,0.004421659123305729
10,smote,all_features,Gaussian Naive Bayes,1.317507028579712,0.816075893513752,0.7793682132280355,0.8187024284160928,0.5049833887043189,0.8145904537063079,0.00796342494998357,0.8172476646572099,0.007106490022588372
10,smote,all_features,Random Forest,60.47294616699219,1.0,0.9432379072063178,1.0,0.8205928237129485,0.972701872805025,0.003315407075444026,0.9726426237911199,0.003233204520354737
11,none,all_features,Logistic Regression,2.1260175704956055,0.905443772373781,0.9027640671273445,0.6505474452554745,0.6385321100917432,0.9037484736089849,0.004992859387863786,0.6412455362278505,0.024595340540416708
11,none,all_features,K-Nearest Neighbors,2.9723312854766846,0.891865201826935,0.8489634748272458,0.5461139896373057,0.3598326359832636,0.8560506215997339,0.005568614652492435,0.35531732768985197,0.0269231505975418
11,none,all_features,Decision Tree,2.2567899227142334,1.0,0.9343534057255676,1.0,0.7963246554364471,0.9312103995146015,0.0060733748726666,0.7860863410101898,0.018374761256337406
11,none,all_features,Gaussian Naive Bayes,0.9877159595489502,0.8776694235279595,0.8642645607107601,0.6172267284665894,0.5736434108527132,0.8655384548987949,0.0681554562444314,0.5994960223604007,0.04319928348328149
11,none,all_features,Random Forest,32.15246939659119,1.0,0.9540967423494571,1.0,0.8472906403940886,0.9496605991830476,0.005187583367617449,0.8287957573964556,0.016457011509199777
11,smote,all_features,Logistic Regression,4.810950994491577,0.8721870863362259,0.8489634748272458,0.8735448195576252,0.6330935251798561,0.8708068412911322,0.0057698702478013245,0.872397666650365,0.005465636514589185
11,smote,all_features,K-Nearest Neighbors,7.447495460510254,0.9040300044124135,0.7255676209279368,0.9118898116264939,0.4110169491525424,0.8417952570509631,0.006172359702679404,0.8589313048681998,0.004956069469546272
11,smote,all_features,Decision Tree,5.303324937820435,1.0,0.9294175715695953,1.0,0.7918486171761281,0.9400916805486444,0.005018758163662293,0.94006572141461,0.004298635130165234
11,smote,all_features,Gaussian Naive Bayes,1.3679375648498535,0.8076187674658037,0.7596248766041461,0.8144154370034052,0.49323621227887615,0.8060157398192818,0.008969324541485427,0.8128599386018952,0.007546958527694133
11,smote,all_features,Random Forest,61.08018350601196,1.0,0.9516288252714709,1.0,0.8463949843260188,0.9724837346486959,0.0031691846700798963,0.9728463580705867,0.0031738101358272505
12,none,all_features,Logistic Regression,1.9452276229858398,0.905443772373781,0.9057255676209279,0.6470046082949309,0.6570915619389587,0.9030203679586091,0.005171222943087543,0.6350134214051469,0.021914709850476975
12,none,all_features,K-Nearest Neighbors,3.0339391231536865,0.8864337736081965,0.8563672260612043,0.5121951219512195,0.36323851203501095,0.8531580820658893,0.004863350222514719,0.3323619559677006,0.02836518274907803
12,none,all_features,Decision Tree,2.2511789798736572,1.0,0.9323790720631787,1.0,0.7875968992248062,0.9324938601635426,0.005465247937842563,0.7919098168704161,0.018159954073148032
12,none,all_features,Gaussian Naive Bayes,1.0100810527801514,0.8845821503518084,0.8968410661401777,0.6150679291889667,0.6545454545454545,0.8793358923389767,0.008284848657670476,0.598786720045678,0.024745340006595357
12,none,all_features,Random Forest,32.238404273986816,1.0,0.9545903257650543,1.0,0.8456375838926175,0.9504547566279007,0.004611265320980724,0.8337055615081733,0.020233099004891845
12,smote,all_features,Logistic Regression,4.576152563095093,0.864244741873805,0.859822309970385,0.8652554744525548,0.6682242990654206,0.8628132738751992,0.005996047897388552,0.8639008406158966,0.006081802842764081
12,smote,all_features,K-Nearest Neighbors,7.573148250579834,0.9043241653184292,0.721618953603159,0.9119458544839255,0.4279918864097363,0.8414277181633963,0.0058921372472424734,0.859182545416799,0.005535277028530687
12,smote,all_features,Decision Tree,5.227645397186279,1.0,0.9200394866732478,1.0,0.7685714285714286,0.9360961994028947,0.005045383902954803,0.9364835010063169,0.004489546702872751
12,smote,all_features,Gaussian Naive Bayes,1.3748083114624023,0.8157081923812325,0.8104639684106614,0.8171603677221655,0.5752212389380531,0.8127887757898304,0.007313735351795414,0.8142702091282272,0.007395743255263683
12,smote,all_features,Random Forest,60.3901093006134,1.0,0.956071076011846,1.0,0.8637059724349158,0.97276806910701,0.0030622345545079158,0.9731202542650612,0.002749617103990561
13,none,all_features,Logistic Regression,2.2194998264312744,0.9034687075669671,0.9047384007897334,0.6432481751824818,0.6405959031657356,0.9025757508828315,0.00558660270721186,0.6375161221384127,0.02695616179887473
13,none,all_features,K-Nearest Neighbors,2.958221197128296,0.8906307863226762,0.8529121421520237,0.53220696937698,0.32272727272727275,0.8538576248467262,0.005276936020367977,0.33901219880392586,0.026963610340893913
13,none,all_features,Decision Tree,2.120767831802368,1.0,0.9304047384007897,1.0,0.7873303167420814,0.933032972584621,0.005476946006257155,0.793249755484022,0.0175093174499855
13,none,all_features,Gaussian Naive Bayes,0.9189746379852295,0.8840883841501049,0.8869693978282329,0.6251497005988024,0.6347687400318979,0.8779659408534587,0.008327511896186558,0.607439354951648,0.027031260099922426
13,none,all_features,Random Forest,31.716110467910767,1.0,0.9521224086870681,1.0,0.8391376451077943,0.950483497206165,0.004547851446608991,0.8311537122881422,0.018912716808598615
13,smote,all_features,Logistic Regression,4.854657173156738,0.8666715693484336,0.8632773938795657,0.8674223034734918,0.6658624849215923,0.8658724354397882,0.005575397810339795,0.8666006021712106,0.005604903621282847
13,smote,all_features,K-Nearest Neighbors,7.370292663574219,0.9047654066774525,0.7240868706811451,0.912659337694746,0.4171011470281543,0.8373755020949167,0.0065779802092438095,0.8555225123150884,0.004995866853996257
13,smote,all_features,Decision Tree,5.278316497802734,1.0,0.9230009871668312,1.0,0.7745664739884393,0.9404152829760075,0.004454544236880459,0.9402695649577917,0.004758270335496069
13,smote,all_features,Gaussian Naive Bayes,1.3748259544372559,0.8107809972054714,0.773938795656466,0.8156744752489433,0.5189075630252101,0.809354165314526,0.008088577996700793,0.8142091003521224,0.007004468396030577
13,smote,all_features,Random Forest,60.27493476867676,1.0,0.9501480750246791,1.0,0.8438948995363215,0.9724445198638483,0.0028739345757612333,0.9723861134967655,0.0032126927871584656
14,none,all_features,Logistic Regression,2.1447958946228027,0.9045796815207999,0.9052319842053307,0.6478359908883827,0.6363636363636364,0.9029174441423397,0.005779670573260247,0.6394301521785061,0.025328824413809344
14,none,all_features,K-Nearest Neighbors,3.02508807182312,0.8896432539192692,0.8524185587364265,0.5329153605015674,0.33995584988962474,0.8530633404670693,0.005263827829052994,0.3322170402587997,0.029296840127791237
14,none,all_features,Decision Tree,2.158966541290283,1.0,0.9239881539980257,1.0,0.7666666666666667,0.9336254940937235,0.005480343440667671,0.7918242945988141,0.01698584976944976
14,none,all_features,Gaussian Naive Bayes,1.0824558734893799,0.8839649425996791,0.8805528134254689,0.6236989591673339,0.6006600660066007,0.877916301729106,0.00848957839121529,0.6052030244623607,0.025930092304538657
14,none,all_features,Random Forest,31.78331756591797,1.0,0.9506416584402764,1.0,0.8316498316498316,0.9521952206507692,0.00484332277622439,0.8378765215474571,0.017346706739928067
14,smote,all_features,Logistic Regression,4.877093076705933,0.8688777761435506,0.8667324777887463,0.869749433851998,0.6666666666666666,0.867978390087186,0.005808642279602043,0.8688702886537402,0.0050638831435267945
14,smote,all_features,K-Nearest Neighbors,7.40549898147583,0.9090307398146786,0.7152023692003948,0.916073003595902,0.4082051282051282,0.8437147010146464,0.006515154627020309,0.8600059741174658,0.005069440236066842
